,capacity_veh_per_hour
7528_7516,6240.0
7528_7696,5018.0
7528_7701,5018.0
7528_8312,999999.0
7529_1263,999999.0
7529_8212,5258.0
7529_11992,5258.0
7530_7533,6240.0
7530_7546,5258.0
7530_8073,6240.0
7531_2868,14580.0
7531_2937,10035.0
7531_6568,10035.0
7531_7532,14580.0
7532_5590,7988.0
7532_6570,7988.0
7532_7531,14580.0
7533_7530,6240.0
7533_7534,9165.0
7533_7545,7988.0
7533_8313,999999.0
7534_7533,9165.0
7534_7535,9165.0
7534_8137,6240.0
7535_7534,9165.0
7535_7538,6240.0
7535_8136,9165.0
7536_7504,9165.0
7536_8136,9165.0
7536_11702,9165.0
7537_7449,6240.0
7537_7527,5258.0
7537_7560,5258.0
7537_7593,6240.0
7538_7535,6240.0
7538_7539,6240.0
7538_8313,5258.0
7538_11700,5258.0
7539_7538,6240.0
7539_7540,6240.0
7539_7543,5258.0
7540_7539,6240.0
7540_7541,6240.0
7540_8234,5258.0
7540_11697,5258.0
7541_7540,6240.0
7541_7607,6240.0
7541_8234,6240.0
7541_11694,6240.0
7542_3858,10035.0
7542_7626,6240.0
7542_7627,12480.0
7542_8311,12480.0
7543_7539,5258.0
7543_8220,6240.0
7543_8234,6240.0
7544_7084,5018.0
7544_7088,5018.0
7545_7533,7988.0
7545_8118,15975.0
7545_12419,6240.0
7545_12422,6240.0
7546_7530,5258.0
7546_7702,5018.0
7546_7713,4515.0
7546_12422,5018.0
7547_7548,5018.0
7547_7744,4515.0
7547_7774,5018.0
7547_8130,4515.0
7548_1383,999999.0
7548_7547,5018.0
7548_7549,5018.0
7549_7548,5018.0
7549_7552,5018.0
7549_7595,6240.0
7549_7707,5018.0
7550_7558,15975.0
7551_7526,5258.0
7551_7698,7988.0
7551_8106,15975.0
7552_7549,5018.0
7552_7553,7988.0
7552_7556,5018.0
7552_7596,15975.0
7553_1256,999999.0
7553_7552,7988.0
7553_7554,7988.0
7554_7553,7988.0
7554_7555,4515.0
7554_7590,7988.0
7554_8130,4515.0
7555_3460,7988.0
7555_7554,4515.0
7555_7588,7988.0
7556_3460,7988.0
7556_4087,7988.0
7556_7552,5018.0
7556_7585,6240.0
7557_4087,7988.0
7557_7559,7988.0
7557_7585,6240.0
7558_7086,15975.0
7558_9164,15975.0
7559_4086,5018.0
7559_7557,7988.0
7559_8314,999999.0
7559_13383,9165.0
7560_7449,9165.0
7560_7537,5258.0
7560_8102,9165.0
7560_8123,5258.0
7561_8682,24930.0
7562_7563,6240.0
7562_7570,9165.0
7562_7622,5018.0
7562_13382,9165.0
7563_7562,6240.0
7563_7570,9165.0
7563_13359,6240.0
7563_13380,9165.0
7564_7503,7988.0
7564_8123,5258.0
7564_13380,9165.0
7565_7402,9165.0
7565_13370,5018.0
7565_13371,9165.0
7566_7544,7988.0
7566_7567,24930.0
7567_7087,24930.0
7568_7601,5018.0
7568_13360,6240.0
7568_13379,6240.0
7568_13381,6240.0
7569_7612,7988.0
7569_13338,5018.0
7569_13360,6240.0
7569_13376,9165.0
7570_7562,9165.0
7570_7563,9165.0
7570_7612,7988.0
7570_9250,9165.0
7571_7282,7988.0
7571_7573,5258.0
7571_9250,9165.0
7572_7100,7988.0
7572_7567,7988.0
7573_7280,5018.0
7573_7571,5258.0
7573_7622,5018.0
7573_8453,6240.0
7574_4115,5018.0
7574_4129,5018.0
7574_7576,5018.0
7575_4114,5258.0
7575_7615,6240.0
7575_7624,6240.0
7576_7574,5018.0
7576_7577,18330.0
7576_8310,6240.0
7576_9223,15975.0
7577_7576,18330.0
7577_7578,18330.0
7577_8231,18330.0
7578_3994,5018.0
7578_3998,15975.0
7578_7577,18330.0
7579_3997,4515.0
7579_3998,15975.0
7579_4081,15975.0
7580_3978,4515.0
7580_7597,5258.0
7580_7598,6240.0
7580_8125,6240.0
7581_3980,5018.0
7581_4105,5018.0
7581_8125,6240.0
7581_8128,6240.0
7582_7584,5018.0
7582_7591,15975.0
7583_4097,5018.0
7583_4101,5018.0
7583_4105,10035.0
7583_4112,4515.0
7584_7082,5018.0
7584_7582,5018.0
7585_3474,5018.0
7585_4094,5018.0
7585_7556,6240.0
7585_7557,6240.0
7586_3474,5018.0
7586_3494,5018.0
7586_8127,6240.0
7586_8128,6240.0
7587_3487,4515.0
7587_3494,5018.0
7587_3848,4515.0
7587_7594,6240.0
7588_7555,7988.0
7588_7589,5018.0
7588_7778,7988.0
7589_3487,4515.0
7589_7588,5018.0
7589_7594,4515.0
7590_7554,7988.0
7590_7712,15975.0
7590_7778,7988.0
7591_6589,24930.0
7591_7610,4515.0
7592_7602,7988.0
7592_7883,5018.0
7592_7901,5018.0
7592_8315,999999.0
7593_1374,999999.0
7593_7524,5018.0
7593_7537,6240.0
7594_3523,4515.0
7594_7587,6240.0
7594_7589,4515.0
7594_7901,5018.0
7595_7549,6240.0
7595_7596,5018.0
7595_7701,5018.0
7596_7552,15975.0
7596_7595,5018.0
7596_8106,15975.0
7597_3848,4515.0
7597_3976,10035.0
7597_7580,5258.0
7597_8127,6240.0
7598_3976,5018.0
7598_7580,6240.0
7598_7599,6240.0
7599_3973,4515.0
7599_4074,4515.0
7599_7598,6240.0
7599_7627,6240.0
7600_3523,4515.0
7600_3973,4515.0
7600_7602,4515.0
7600_7621,4515.0
7601_1523,999999.0
7601_7568,5018.0
7601_13370,5018.0
7602_7592,7988.0
7602_7600,4515.0
7602_7603,7988.0
7602_7883,4515.0
7603_7602,7988.0
7603_7604,7988.0
7603_7620,7988.0
7604_7603,7988.0
7604_7883,5018.0
7604_8132,5018.0
7604_8495,7988.0
7605_7507,5018.0
7605_7611,5018.0
7605_7618,4515.0
7605_8132,5018.0
7606_8580,5018.0
7606_12417,6240.0
7606_12418,5258.0
7606_12419,5018.0
7607_7541,6240.0
7607_7608,6240.0
7607_11691,6240.0
7607_12417,6240.0
7608_7607,6240.0
7608_7613,6240.0
7608_12415,5258.0
7609_1019,999999.0
7609_7840,4515.0
7609_8060,4515.0
7610_7084,4515.0
7610_7085,4515.0
7610_7591,4515.0
7611_7605,5018.0
7611_11992,5018.0
7611_12415,4515.0
7612_1254,999999.0
7612_7569,7988.0
7612_7570,7988.0
7613_7608,6240.0
7613_7900,6240.0
7613_11689,6240.0
7613_11992,5018.0
7614_4114,5258.0
7614_5896,9165.0
7614_5897,5258.0
7614_7616,9165.0
7615_1258,999999.0
7615_7575,6240.0
7615_7616,6240.0
7616_4103,6240.0
7616_7614,9165.0
7616_7615,6240.0
7616_8221,9165.0
7617_5218,7028.0
7617_5221,7028.0
7617_5893,4358.0
7618_7605,4515.0
7618_7619,4515.0
7618_9041,4515.0
7619_4093,7988.0
7619_7618,4515.0
7619_8133,7988.0
7619_12401,7988.0
7620_7603,7988.0
7620_8133,7988.0
7620_8509,10035.0
7621_3858,10035.0
7621_7600,4515.0
7621_7626,4515.0
7621_8509,10035.0
7622_1522,999999.0
7622_7562,5018.0
7622_7573,5018.0
7623_1250,999999.0
7623_7513,4515.0
7623_7519,4515.0
7624_5895,6240.0
7624_7575,6240.0
7624_11991,12480.0
7624_12403,6240.0
7625_7626,6240.0
7625_11679,9165.0
7625_12401,9165.0
7625_12402,6240.0
7626_7542,6240.0
7626_7621,4515.0
7626_7625,6240.0
7627_4029,5018.0
7627_4047,5018.0
7627_7542,12480.0
7627_7599,6240.0
7628_1250,999999.0
7628_7516,5018.0
7628_7518,5018.0
7629_4029,5018.0
7629_4039,15975.0
7629_4081,15975.0
7630_2450,5258.0
7630_2451,5258.0
7630_7635,6240.0
7631_4039,15975.0
7631_4058,5018.0
7631_4064,15975.0
7631_11636,5018.0
7632_3639,999999.0
7632_7486,9165.0
7632_7492,5258.0
7632_8316,18330.0
7633_897,999999.0
7633_2463,5018.0
7633_2464,5018.0
7634_893,999999.0
7634_2468,15975.0
7634_2469,15975.0
7635_2440,6240.0
7635_7630,6240.0
7635_12882,5258.0
7636_898,999999.0
7636_2451,9165.0
7636_12883,7988.0
7637_899,999999.0
7637_2472,5018.0
7637_2474,5018.0
7638_899,999999.0
7638_2473,7988.0
7638_2512,7988.0
7639_3343,4050.0
7639_3409,14055.0
7639_4337,4050.0
7639_11763,14055.0
7640_901,999999.0
7640_2568,7988.0
7640_2605,7988.0
7641_901,999999.0
7641_2453,15975.0
7641_2605,15975.0
7642_902,999999.0
7642_2452,7988.0
7642_2454,7988.0
7643_2451,7988.0
7643_2457,7988.0
7643_11760,4515.0
7644_902,999999.0
7644_2454,7988.0
7644_2455,7988.0
7645_903,999999.0
7645_2444,5018.0
7645_5902,5018.0
7646_903,999999.0
7646_2727,7988.0
7646_5592,7988.0
7647_904,999999.0
7647_2431,5018.0
7647_2432,5018.0
7648_2442,5018.0
7648_2443,5018.0
7648_12885,4515.0
7649_905,999999.0
7649_2437,5018.0
7649_2442,5018.0
7650_905,999999.0
7650_2436,7988.0
7650_12883,7988.0
7651_906,999999.0
7651_2423,4515.0
7651_2726,4515.0
7652_906,999999.0
7652_2724,18330.0
7652_11898,15975.0
7653_907,999999.0
7653_2724,18330.0
7653_11903,15975.0
7654_907,999999.0
7654_2725,4515.0
7654_5791,4515.0
7655_906,999999.0
7655_2726,7988.0
7655_12853,7988.0
7656_908,999999.0
7656_2423,5258.0
7656_2428,5258.0
7657_2421,15975.0
7657_12853,4515.0
7657_12854,4515.0
7657_12855,15975.0
7658_909,999999.0
7658_11842,15975.0
7658_12857,15975.0
7659_2420,7988.0
7659_2421,7988.0
7659_12856,4515.0
7660_909,999999.0
7660_2419,5018.0
7660_2420,5018.0
7661_910,999999.0
7661_2416,15975.0
7661_2417,15975.0
7662_912,999999.0
7662_2417,15975.0
7662_3101,15975.0
7663_912,999999.0
7663_2417,10035.0
7663_2718,5018.0
7664_7665,7028.0
7664_7680,4358.0
7664_8022,4358.0
7664_8250,14055.0
7665_7664,7028.0
7665_7678,4050.0
7665_8023,4050.0
7665_12951,7028.0
7666_7676,4050.0
7666_7788,4050.0
7666_7794,4050.0
7667_7668,7028.0
7667_7673,7028.0
7667_8026,7028.0
7667_8028,7028.0
7668_7667,7028.0
7668_7798,4358.0
7668_12955,7028.0
7669_7670,7028.0
7669_7826,7028.0
7669_7827,4358.0
7669_12955,4358.0
7670_993,999999.0
7670_7669,7028.0
7670_7672,7028.0
7671_10376,5258.0
7671_11356,5258.0
7672_7670,7028.0
7672_7673,7028.0
7672_7683,14055.0
7673_7667,7028.0
7673_7672,7028.0
7673_8027,4050.0
7674_7678,4050.0
7674_7683,4050.0
7674_8027,4050.0
7674_12951,4050.0
7675_7677,3165.0
7675_7700,10575.0
7675_7709,3165.0
7676_7666,4050.0
7676_8025,4050.0
7676_12952,4050.0
7676_12954,4050.0
7677_7688,10575.0
7678_7665,4050.0
7678_7674,4050.0
7678_7680,3645.0
7678_7686,3645.0
7679_1250,999999.0
7679_7514,5018.0
7679_7516,5018.0
7680_7664,4358.0
7680_7678,3645.0
7680_7681,3645.0
7680_7688,3165.0
7681_7680,3645.0
7681_7689,7290.0
7681_8251,3645.0
7682_1385,999999.0
7682_7480,4515.0
7682_8574,4515.0
7683_7674,4050.0
7683_7684,10575.0
7684_7686,10575.0
7684_7700,3165.0
7685_3310,71040.0
7686_7677,10575.0
7686_7678,3645.0
7687_7523,7290.0
7687_9182,7290.0
7688_7680,3165.0
7688_7689,10575.0
7689_7690,10575.0
7689_7979,7290.0
7690_7692,10575.0
7690_7697,7290.0
7690_8251,7290.0
7691_1367,999999.0
7691_7517,4515.0
7691_7526,4515.0
7692_7693,14055.0
7692_8252,8100.0
7693_7694,14055.0
7693_7745,14055.0
7694_7695,14055.0
7694_7697,10575.0
7695_7694,14055.0
7695_7736,10575.0
7695_7742,14055.0
7695_7745,21915.0
7696_1367,999999.0
7696_7526,5018.0
7696_7528,5018.0
7697_7690,7290.0
7697_7979,10575.0
7698_1367,999999.0
7698_7525,7988.0
7698_7551,7988.0
7699_11360,6240.0
7699_11362,6240.0
7700_7684,3165.0
7700_7703,10575.0
7700_7708,3165.0
7701_1367,999999.0
7701_7528,5018.0
7701_7595,5018.0
7702_1368,999999.0
7702_7546,5018.0
7702_7707,5018.0
7703_7672,14055.0
7703_7705,14055.0
7704_7827,4358.0
7704_7828,7028.0
7704_8029,7028.0
7704_8035,4358.0
7705_7706,4050.0
7705_8029,7028.0
7706_993,999999.0
7706_7705,4050.0
7706_7708,3645.0
7707_1383,999999.0
7707_7549,5018.0
7707_7702,5018.0
7708_7700,3165.0
7708_7706,3645.0
7708_7709,3645.0
7708_7719,3165.0
7709_986,999999.0
7709_7675,3165.0
7709_7708,3645.0
7709_7711,3645.0
7710_986,999999.0
7710_7711,3165.0
7710_7717,3165.0
7711_7709,3645.0
7711_7710,3165.0
7711_7714,3165.0
7712_1257,999999.0
7712_7590,15975.0
7712_7891,15975.0
7713_7546,4515.0
7713_7726,4515.0
7713_7890,4515.0
7714_7711,3165.0
7714_7715,3645.0
7714_7979,6330.0
7715_986,999999.0
7715_7714,3645.0
7715_7716,3645.0
7716_7715,3645.0
7716_7717,3645.0
7716_7734,7290.0
7716_7978,3645.0
7717_7710,3165.0
7717_7716,3645.0
7717_7718,3645.0
7717_7977,3165.0
7718_986,999999.0
7718_7717,3645.0
7718_7719,3645.0
7719_7708,3165.0
7719_7718,3645.0
7719_8277,3165.0
7720_7721,4358.0
7720_8035,8715.0
7720_8277,4358.0
7720_12958,3165.0
7721_7720,4358.0
7721_7882,4358.0
7721_8034,4358.0
7721_12956,3165.0
7722_7725,3165.0
7722_12957,3165.0
7722_12958,3165.0
7722_12960,4358.0
7723_12957,4050.0
7723_12959,4358.0
7723_12960,4358.0
7723_12962,4050.0
7724_2916,7290.0
7725_7722,3165.0
7725_7728,3165.0
7725_7732,3645.0
7725_12960,4050.0
7726_1383,999999.0
7726_7713,4515.0
7726_7744,4515.0
7727_7289,71040.0
7728_7725,3165.0
7728_7731,4358.0
7728_7732,10575.0
7728_12965,7028.0
7729_1605,71040.0
7730_984,999999.0
7730_12966,7028.0
7730_12967,7028.0
7731_7728,4358.0
7731_8021,4358.0
7731_8283,7028.0
7731_12967,7028.0
7732_7725,3645.0
7732_7728,10575.0
7732_8279,10575.0
7733_1600,4733.0
7733_7735,4733.0
7734_7716,7290.0
7734_7736,10575.0
7734_7738,3645.0
7734_8279,10575.0
7735_1600,9465.0
7735_3315,15975.0
7736_7695,10575.0
7736_7734,10575.0
7737_7729,71040.0
7738_7734,3645.0
7738_7740,4050.0
7739_7733,4733.0
7739_7737,7290.0
7740_7738,4050.0
7740_7741,4050.0
7740_7742,14055.0
7740_7763,14055.0
7741_7740,4050.0
7741_7742,4050.0
7741_7757,4050.0
7742_7695,14055.0
7742_7740,14055.0
7742_7741,4050.0
7743_7747,5018.0
7743_8618,15975.0
7744_1382,999999.0
7744_7547,4515.0
7744_7726,4515.0
7745_7693,14055.0
7745_7695,21915.0
7745_7746,14055.0
7745_7764,14055.0
7746_987,999999.0
7746_7745,14055.0
7746_8253,14055.0
7747_1705,4515.0
7747_4559,5018.0
7747_7743,5018.0
7747_9188,5018.0
7748_3148,14055.0
7748_7749,14055.0
7748_7752,4358.0
7748_8254,4358.0
7749_987,999999.0
7749_7748,14055.0
7749_7750,14055.0
7750_7749,14055.0
7750_7751,14055.0
7750_7756,7028.0
7751_7750,14055.0
7751_7764,14055.0
7751_8281,3735.0
7752_3810,3735.0
7752_7748,4358.0
7752_7754,3735.0
7753_7763,7028.0
7753_8283,7028.0
7754_7756,4050.0
7754_8255,3735.0
7755_7761,7028.0
7755_12968,7028.0
7756_7750,7028.0
7756_7754,4050.0
7756_7757,7028.0
7757_7741,4050.0
7757_7756,7028.0
7757_7762,4958.0
7757_8042,3795.0
7758_7760,4050.0
7758_8284,4050.0
7759_7924,7988.0
7759_7926,7988.0
7760_7758,4050.0
7760_8011,4515.0
7760_8042,3795.0
7760_8257,3795.0
7761_985,999999.0
7761_7755,7028.0
7761_7762,4958.0
7762_7757,4958.0
7762_7761,4958.0
7762_7763,9915.0
7763_7740,14055.0
7763_7753,7028.0
7763_7762,9915.0
7764_987,999999.0
7764_7745,14055.0
7764_7751,14055.0
7765_7766,4515.0
7765_7770,7988.0
7765_11074,5018.0
7766_7765,4515.0
7766_7767,5018.0
7766_11075,5018.0
7767_5848,4515.0
7767_7766,5018.0
7767_7770,4515.0
7767_9178,5018.0
7768_1703,15975.0
7768_7747,4733.0
7769_1382,999999.0
7769_7890,4515.0
7769_9176,4515.0
7770_7765,7988.0
7770_7767,4515.0
7770_7777,7988.0
7771_7773,7988.0
7771_8245,7988.0
7771_8318,7988.0
7772_1022,999999.0
7772_7773,4515.0
7772_8246,4515.0
7773_7771,7988.0
7773_7772,4515.0
7773_7776,7988.0
7774_1382,999999.0
7774_7547,5018.0
7774_7810,5018.0
7775_1022,999999.0
7775_7776,5018.0
7775_7783,5018.0
7776_7773,7988.0
7776_7775,5018.0
7776_7779,7988.0
7776_8286,5018.0
7777_1022,999999.0
7777_3819,7988.0
7777_7770,7988.0
7778_1256,999999.0
7778_7588,7988.0
7778_7590,7988.0
7779_7776,7988.0
7779_7780,15975.0
7780_7779,15975.0
7780_7781,15975.0
7780_7807,10035.0
7781_7780,15975.0
7781_7782,4515.0
7781_7804,15975.0
7781_7805,4515.0
7782_7781,4515.0
7782_7783,4515.0
7782_8041,4515.0
7783_7775,5018.0
7783_7782,4515.0
7783_7784,5018.0
7783_8247,4515.0
7784_1000,999999.0
7784_7783,5018.0
7784_7785,5018.0
7785_7784,5018.0
7785_7786,5018.0
7785_8248,5018.0
7786_989,999999.0
7786_7785,5018.0
7786_7789,5018.0
7787_990,999999.0
7787_8041,4515.0
7787_12948,4515.0
7788_7666,4050.0
7788_8025,4358.0
7788_9092,5018.0
7788_12948,4515.0
7789_3638,999999.0
7789_7786,5018.0
7789_7790,4358.0
7789_8024,5018.0
7790_988,999999.0
7790_7789,4358.0
7790_7791,4358.0
7791_7790,4358.0
7791_7792,4358.0
7791_8022,4358.0
7792_7791,4358.0
7792_7793,4358.0
7792_8023,4050.0
7793_988,999999.0
7793_7792,4358.0
7793_12950,4358.0
7794_991,999999.0
7794_7666,4050.0
7794_7795,4050.0
7795_7794,4050.0
7795_7796,4358.0
7795_12950,4358.0
7796_7795,4358.0
7796_7797,4358.0
7796_12954,4050.0
7797_7796,4358.0
7797_7798,4358.0
7797_7799,7028.0
7797_8028,7028.0
7798_7668,4358.0
7798_7797,4358.0
7798_7800,4358.0
7798_8054,4358.0
7799_991,999999.0
7799_7797,7028.0
7799_12953,7028.0
7800_7798,4358.0
7800_7801,4358.0
7800_11999,14055.0
7800_12953,7028.0
7801_7800,4358.0
7801_7820,4358.0
7801_8025,4358.0
7801_12945,8715.0
7802_1021,999999.0
7802_7803,14055.0
7802_11994,14055.0
7803_7802,14055.0
7803_7804,15975.0
7803_8058,8715.0
7804_1021,999999.0
7804_7781,15975.0
7804_7803,15975.0
7805_1021,999999.0
7805_7781,4515.0
7805_9180,4515.0
7806_7807,4515.0
7806_7812,4515.0
7806_7816,4515.0
7806_9180,4515.0
7807_7780,10035.0
7807_7806,4515.0
7807_7809,5018.0
7808_1022,999999.0
7808_7809,5018.0
7808_8287,5018.0
7809_7807,5018.0
7809_7808,5018.0
7809_7812,5018.0
7810_1256,999999.0
7810_7774,5018.0
7810_7823,5018.0
7811_912,999999.0
7811_2718,15975.0
7811_2719,15975.0
7812_7806,4515.0
7812_7809,5018.0
7812_7813,5018.0
7812_11114,4515.0
7813_1023,999999.0
7813_7812,5018.0
7813_7815,5018.0
7814_4256,15975.0
7814_5849,4515.0
7814_7815,15975.0
7815_7813,5018.0
7815_7814,15975.0
7815_7816,15975.0
7815_7842,5018.0
7816_7806,4515.0
7816_7815,15975.0
7816_7817,15975.0
7817_7816,15975.0
7817_7818,7988.0
7817_8060,4515.0
7817_9180,4515.0
7818_1021,999999.0
7818_5850,7988.0
7818_7817,7988.0
7819_7821,14055.0
7819_8056,7028.0
7819_8059,14055.0
7819_11994,14055.0
7820_7801,4358.0
7820_7821,8715.0
7820_8059,14055.0
7820_11999,14055.0
7821_7819,14055.0
7821_7820,8715.0
7821_7822,14055.0
7821_7836,10035.0
7822_7821,14055.0
7822_7824,14055.0
7822_7835,4050.0
7822_8054,4358.0
7823_7810,5018.0
7823_7833,4515.0
7823_7891,4515.0
7823_8315,5018.0
7824_1018,999999.0
7824_7822,14055.0
7824_7832,14055.0
7825_7826,7028.0
7825_7832,8715.0
7825_8055,7028.0
7826_994,999999.0
7826_7669,7028.0
7826_7825,7028.0
7827_994,999999.0
7827_7669,4358.0
7827_7704,4358.0
7828_994,999999.0
7828_7704,7028.0
7828_7829,7028.0
7829_7828,7028.0
7829_7830,7028.0
7829_7832,14055.0
7829_7859,7028.0
7830_7829,7028.0
7830_7831,8715.0
7830_8030,4358.0
7831_7830,8715.0
7831_7832,14055.0
7831_7834,8715.0
7831_7857,14055.0
7832_7824,14055.0
7832_7825,8715.0
7832_7829,14055.0
7832_7831,14055.0
7833_7823,4515.0
7833_7904,4515.0
7833_8239,4515.0
7833_9176,4515.0
7834_7831,8715.0
7834_7835,4515.0
7834_7837,5018.0
7835_7822,4050.0
7835_7834,4515.0
7835_7836,4515.0
7836_7821,10035.0
7836_7835,4515.0
7836_7837,10035.0
7836_11107,4515.0
7837_7834,5018.0
7837_7836,10035.0
7837_7838,5018.0
7838_1019,999999.0
7838_7837,5018.0
7838_7839,5018.0
7839_7838,5018.0
7839_7840,10035.0
7839_7844,4515.0
7840_7609,4515.0
7840_7839,10035.0
7840_7841,10035.0
7841_1023,999999.0
7841_7840,10035.0
7841_7842,10035.0
7842_5852,5018.0
7842_7815,5018.0
7842_7841,10035.0
7843_7934,999999.0
7843_8494,4515.0
7844_7839,4515.0
7844_7845,4515.0
7845_7844,4515.0
7845_7846,7988.0
7845_7850,7988.0
7846_5853,7988.0
7846_7845,7988.0
7846_7848,4515.0
7847_7848,5018.0
7847_7864,4515.0
7847_11123,5018.0
7848_7846,4515.0
7848_7847,5018.0
7848_12925,5018.0
7849_7852,5018.0
7849_12925,5018.0
7849_12926,4515.0
7850_1016,999999.0
7850_7845,7988.0
7850_7872,7988.0
7851_7869,15975.0
7852_7849,5018.0
7852_7853,5018.0
7852_7854,5018.0
7853_1015,999999.0
7853_7852,5018.0
7853_7862,5018.0
7854_1015,999999.0
7854_7852,5018.0
7854_7855,5018.0
7855_7854,5018.0
7855_7856,5018.0
7855_7872,7988.0
7855_8319,7988.0
7856_7855,5018.0
7856_7857,14055.0
7856_8319,8715.0
7857_7831,14055.0
7857_7856,14055.0
7857_7858,4050.0
7858_7857,4050.0
7858_7860,4050.0
7858_8030,4358.0
7858_8274,7028.0
7859_995,999999.0
7859_3813,7028.0
7859_7829,7028.0
7860_995,999999.0
7860_3816,4050.0
7860_7858,4050.0
7861_1015,999999.0
7861_7862,24930.0
7861_8274,15975.0
7862_7853,5018.0
7862_7861,15975.0
7862_8272,10035.0
7862_12927,15975.0
7863_1016,999999.0
7863_7851,15975.0
7863_12927,15975.0
7864_7847,4515.0
7864_7863,15975.0
7865_5857,5018.0
7865_7869,15975.0
7865_8271,15975.0
7865_11123,5018.0
7866_7867,5018.0
7866_7870,15975.0
7866_11186,15975.0
7867_5854,5018.0
7867_7866,5018.0
7867_7870,5018.0
7868_7864,15975.0
7868_7869,24930.0
7868_8272,33150.0
7869_7865,24930.0
7869_7868,24930.0
7869_12923,5018.0
7870_7866,15975.0
7870_7867,5018.0
7870_7873,15975.0
7870_8046,5018.0
7871_1006,999999.0
7871_5854,4515.0
7871_5856,4515.0
7872_7850,7988.0
7872_7855,7988.0
7872_12925,4515.0
7873_5856,5018.0
7873_7870,15975.0
7873_7903,7988.0
7873_8269,10035.0
7874_7480,4515.0
7874_8495,7988.0
7874_8578,7988.0
7875_7876,5018.0
7875_7899,5018.0
7875_8538,10035.0
7875_12923,5018.0
7876_7875,5018.0
7876_8272,5018.0
7876_11997,4515.0
7877_7878,4358.0
7877_7899,5018.0
7877_12991,9030.0
7878_7877,4358.0
7878_7879,4358.0
7878_11997,4515.0
7879_7878,4358.0
7879_7880,4358.0
7879_7896,4358.0
7879_8040,4358.0
7880_7879,4358.0
7880_8031,4358.0
7880_8033,4050.0
7881_8031,4358.0
7881_8032,7028.0
7881_8034,4358.0
7881_8038,7028.0
7882_997,999999.0
7882_7721,4358.0
7882_7884,4358.0
7883_7592,5018.0
7883_7602,4515.0
7883_7604,5018.0
7883_8222,4515.0
7884_7882,4358.0
7884_7892,4358.0
7884_8036,4358.0
7884_8037,4358.0
7885_7889,7028.0
7885_12961,4050.0
7885_12964,7028.0
7886_984,999999.0
7886_7887,7028.0
7886_12966,7028.0
7887_7886,7028.0
7887_7889,4358.0
7887_8016,4358.0
7887_12977,7028.0
7888_4559,4733.0
7889_7885,7028.0
7889_7887,4358.0
7889_8037,4358.0
7889_12976,7028.0
7890_1383,999999.0
7890_7713,4515.0
7890_7769,4515.0
7891_7712,15975.0
7891_7823,4515.0
7891_8315,15975.0
7892_7884,4358.0
7892_7894,7028.0
7892_8038,7028.0
7892_8040,4358.0
7893_999,999999.0
7893_7894,7028.0
7893_7912,7028.0
7894_7892,7028.0
7894_7893,7028.0
7894_7895,7028.0
7894_12976,7028.0
7895_1005,999999.0
7895_7894,7028.0
7895_12993,7028.0
7896_1005,999999.0
7896_7879,4358.0
7896_12992,4358.0
7897_7898,14055.0
7897_12992,4358.0
7897_12993,7028.0
7898_7897,14055.0
7898_8045,4358.0
7898_8047,5018.0
7898_8544,15975.0
7899_7875,5018.0
7899_7877,5018.0
7899_8047,5018.0
7899_11998,10035.0
7900_4103,6240.0
7900_7613,6240.0
7900_8212,5258.0
7901_1257,999999.0
7901_7592,5018.0
7901_7594,5018.0
7902_5854,5018.0
7902_8052,5018.0
7902_9175,10035.0
7902_11201,12480.0
7903_7873,7988.0
7903_7905,10035.0
7903_7906,15975.0
7903_12999,5018.0
7904_1257,999999.0
7904_7833,4515.0
7904_8222,4515.0
7905_7903,10035.0
7905_7907,10035.0
7905_11995,10035.0
7906_7903,15975.0
7906_7907,7988.0
7906_7955,15975.0
7906_11770,7988.0
7907_7905,10035.0
7907_7906,7988.0
7907_11769,15975.0
7908_7968,15975.0
7908_8552,7988.0
7908_11769,15975.0
7909_7955,5018.0
7909_7966,7988.0
7909_8045,4358.0
7909_12995,7028.0
7910_7911,4358.0
7910_12979,5018.0
7910_12981,5018.0
7910_12994,7028.0
7911_1005,999999.0
7911_7910,4358.0
7911_12978,7028.0
7912_7893,7028.0
7912_8018,7028.0
7912_8019,7028.0
7912_12978,7988.0
7913_7935,7028.0
7913_8018,7028.0
7913_8020,4358.0
7913_12979,5018.0
7914_7915,4358.0
7914_8017,4358.0
7914_8020,4358.0
7914_12975,4358.0
7915_980,999999.0
7915_7914,4358.0
7915_7933,4358.0
7916_981,999999.0
7916_7917,4358.0
7916_8017,4358.0
7917_7916,4358.0
7917_7922,4358.0
7917_8015,4358.0
7917_12986,4358.0
7918_12969,4358.0
7918_12970,4050.0
7918_12973,4358.0
7919_7921,7028.0
7919_8284,4050.0
7919_12968,7028.0
7920_13004,7988.0
7920_13005,7988.0
7920_13316,7988.0
7921_979,999999.0
7921_7919,7028.0
7921_7922,7028.0
7922_7917,4358.0
7922_7921,7028.0
7922_7929,14055.0
7922_8013,4358.0
7923_6943,14580.0
7923_7924,7988.0
7923_7940,4515.0
7923_8012,7988.0
7924_7759,7988.0
7924_7923,7988.0
7924_8011,4515.0
7925_7945,10035.0
7925_11998,10035.0
7926_979,999999.0
7926_7759,7988.0
7926_7927,7028.0
7927_7926,7028.0
7927_7928,4515.0
7927_7930,7028.0
7927_8013,4358.0
7928_1002,999999.0
7928_7927,4515.0
7928_12983,4515.0
